noxchi,russian
"ПаргIатваьр цкъа хьо а,","Подожди немного,"
Жимма собарде.,Отдохнёшь и ты.
"Іодика йойла хьан, Россия","Прощай, немытая Россия,"
"Лех, элех буьзна боьха мохк,","Страна рабов, страна господ,"
"ДІаІе, мундираш сирла-сийна,","И вы, мундиры голубые,"
"ДІаІе хьо, царна муьтІахь халкъ.","И ты, им преданный народ."
"Кавказан дукъал дехьаваьлча,","Быть может, за стеной Кавказа"
Со къайлавала там бу-кха,"Сокроюсь от твоих пашей,"
"Хьан пашех, церан ирчу бІаьргех,","От их всевидящего глаза,"
Оцеран семчу лергех а.,От их всеслышащих ушей.
"ХIан-хIа, хьо яц суна силла езнарг,","Нет, не тебя так пылко я люблю,"
Суна дац и хьан хазаллин къегар.,Не для меня красы твоей блистанье:
"Хьоьга хьаьжча, го сайн шира леткъар,",Люблю в тебе я прошлое страданье
"Къоналла а го сайн, хьалха елларг.",И молодость погибшую мою.
Цкъацкъа сайн хьоь бIаьра хьежар,"Когда порой я на тебя смотрю,"
Леррина хьоьжучу хьайчух кхетта латтош;,В твои глаза вникая долгим взором:
"Со ву къайлах цхьаьнца къамел далош,","Таинственным я занят разговором,"
Амма хьоьца дац сан деган дийцар.,Но не с тобой я сердцем говорю.
"Сайн жималлин доттагIчуьнга луьй со,",Я говорю с подругой юных дней;
"Хьан сибатехь ас кхин сибат лоьху,",В твоих чертах ищу черты другие;
"Хьан балдашна тохар гин хир барташ,","В устах живых уста давно немые,"
Хьан бIаьргаш чохь яйн хир бIаьргийн цIе.,В глазах огонь угаснувших очей.
"Кхолламо со шуна тIаьхьарчу хенахь,","Хотя я судьбой на заре моих дней,"
"Къилбера, хIай, лаьмнаш, кхабахь а генахь,","О южные горы, отторгнут от вас,"
"Даима шу дагахь, цкъа гинехь цхьанна,","Чтоб вечно их помнить, там надо быть раз:"
"Даймехкан и мерза мукъамаш санна,","Как сладкую песню отчизны моей,"
Еза суна Кавказ!,Люблю я Кавказ.
"Бераллехь висина, кхелхина нана,",В младенческих летах я мать потерял.
"Ткъа сарахь аренца Iаш, хилла вас,","Но мнилось, что в розовый вечера час"
"Хетара, цо декош генара аз,",Та степь повторяла мне памятный глас.
"Цундела ма деза хьан баххьаш пана,","За это люблю я вершины тех скал,"
Еза суна Кавказ!,Люблю я Кавказ.
"Вай ирсе хилира, хIай, Iаннаш лаьмнийн,","Я счастлив был с вами, ущелия гор;"
"Шун махкахь гира цкъа цIу хьажар бIаьргийн,",Пять лет пронеслось: всё тоскую по вас.
"Ткъа яларх хан-зама, цаьрца ю ойла,",Там видел я пару божественных глаз;
"Сан даго хазадо, хьаьгна уьш гойла,","И сердце лепечет, воспомня тот взор:"
Еза суна Кавказ!..,Люблю я Кавказ!..
ТIехь Iашволчо сайна цкъа,С тех пор как вечный судия
"ХIумахаар делчахьана,","Мне дал всеведенье пророка,"
Адмашкахь го суна цхьа,В очах людей читаю я
"ЧIире гамо, хьаьгIнаш хьарам.",Страницы злобы и порока.
"Ас би аьлла безаман,",Провозглашать я стал любви
Хьокъан цIена хьехам алхха –,И правды чистые ученья:
Со вен-ваккха дезачохь,В меня все ближние мои
Сан-сайн нах го рогIехь хьалха.,Бросали бешено каменья.
"Пхьа хьаьрчинчун кхехьа дукъ,","Посыпал пеплом я главу,"
"Со дIаваха, шахьарш юьтуш.","Из городов бежал я нищий,"
"ХIинца пана вехаш ву,",И вот в пустыне я живу
Олхазаршца напха доькъуш.,"Как птицы, даром божьей пищи;"
"Делан кхоьлах, доллу са","Завет предвечного храня,"
Суна кхузахь муьтIахь хуьлу.,Мне тварь покорна там земная;
"Седарчаша дугIу ла,","И звёзды слушают меня,"
Шайн зIаьнаршца ловзадуьйлуш.,Лучами радостно играя.
Ткъа яккхийчу шахьарех,Когда же через шумный град
"Со чекхволуш, къуьнал хиэбаш,","Я пробираюсь торопливо,"
ДIо къаноша тIаьхьара,То старцы детям говорят
"Бохуш хеза, бераш делош:",С улыбкою самолюбивой:
"""Хьовсал – масал меттара! –","""Смотрите: вот пример для вас!"
"И, нах санна, Iиэ ца вели:","Он горд был, не ужился c нами:"
"Тентак, тешо гIepтapa","Глупец, хотел уверить нас,"
Ша геланча хиларх Делан!,Что бог гласит его устами!
"Хьовсал, цо шен бина мах:","Смотрите ж, дети, на него:"
"Мел xIyopa* ву, мел босбаьхьна,",Как он угрюм и худ и бледен!
"Мел беркъа ву когахь, тIехь а,","Смотрите, как он наг и беден,"
"Мел кхаьрдаш бу цунах нах!""","Как презирают все его!"""
"Ницкъкхочург, ма лара къинна","Не обвиняй меня, всесильный,"
"Ма лаца со Iазапе,","И не карай меня, молю,"
"Дуьнено дог Iехадина,","За то, что мрак земли могильный"
Цунах сел со вазарна;,С её страстями я люблю;
Сел кIезиг ас хьехадарна,"За то, что редко в душу входит"
И хьан цIена айаташ;,"Живых речей твоих струя,"
"Сайн хьекъал сел тилдарна,","За то, что в заблужденьи бродит"
И ийманехь ца латтош;,Мой ум далёко от тебя;
"Дог, асаре хилла кийрахь,","За то, что лава вдохновенья"
"ТIепинг санна, кхехкарна;",Клокочет на груди моей;
"Марзонашца дуьйлуш хийра,","За то, что дикие волненья"
И Хьан хьокъах къехкарна;,Мрачат стекло моих очей;
"Дуьне ямартдийларх, Хьайна","За то, что мир земной мне тесен,"
ТIеверза ца кхетарна;,К тебе ж проникнуть я боюсь
"Сайн иллешца вуьйлуш хьарам,",И часто звуком грешных песен
Уьш Хьо воцчух декорна.,"Я, боже, не тебе молюсь."
"Чууозий и leca алу,","Но угаси сей чудный пламень,"
"Сина некъ ган гIоли е,","Всесожигающий костёр,"
"Дагах тIулг бай, ваккха балех,","Преобрати мне сердце в камень,"
Меца бIаьрг сан кхолабе;,Останови голодный взор;
Иллийн шовкъо хьередина,От страшной жажды песнопенья
"Дог азатден хьукма де,","Пускай, творец, освобожусь,"
"Со юха а, тобадина,",Тогда на тесный путь спасенья
Воьрзур вара Хьуна тIе.,К тебе я снова обращусь.
"Халчу минотехь, балане","В минуту жизни трудную,"
"Белча кийра баз,","Теснится ль в сердце грусть,"
"Цхьа доIа, сов тамаше,",Одну молитву чудную
Дагахь доьшу ас.,Твержу я наизусть.
Дийначу дешнийн декарехь,Есть сила благодатная
"НиIмате ницкъ бу,","В созвучье слов живых,"
Цара башха садаIарехь,"И дышит непонятная,"
Исбаьхьалла ю.,Святая прелесть в них.
"Мохь санна, са тIера южий,","С души как бремя скатится,"
Шеко йоьду дIа –,Сомненье далеко —
"Тешалой, делха а узий,","И верится, и плачется,"
"Дайло, дайло са…","И так легко, легко…"
"Буьйса йоккхуш яра дашо марха,",Ночевала тучка золотая
ДуьтIа-тархин некха тIехь дIатийна.,"На груди утёса-великана,"
Новкъаели малх гIаттале хьалха,"Утром в путь она умчалась рано,"
"Иза, йоьлуш стиглан сийналлина.",По лазури весело играя;
Амма тIуьна лар хебарехь йисна,Но остался влажный след в морщине
"Къанъеллачу тархан. Цхьалло хьийзош,",Старого утёса. Одиноко
"Цкъа лаьтта тарх, ойланашка яхна","Он стоит, задумался глубоко,"
"Ткъа, гIум-арахь, тийна елха ийзош.",И тихонько плачет он в пустыне.
"Баркалла! Сийсара ас дагардийцарна,",Благодарю!.. Вчера мое признанье
"Со, аьшнаш ца веш, тIеийцира ахь.",И стих мой ты без смеха приняла;
"Хиллехь а ца кхеташ сан деган шовкъах,","Хоть ты страстей моих не поняла,"
"Даггара долуш санна, сан дог эцарна,",Но за твоё притворное вниманье
Баркалла хьуна!,Благодарю!
"Ира къамел, хаза бIаьргаш суна дайна,","В другом краю ты некогда пленяла,"
"Шаьш массо а тIеийзийна кхечу меттехь,",Твой чудный взор и острота речей
"Сан даг чохь хир, воьрзуш лаьтте.","Останутся навек в душе моей,"
Амма лаац суна ахь алар сайна:,"Но не хочу, чтобы ты мне сказала:"
Баркалла хьуна!,Благодарю!
"И хьан миска леш, зазадоккхучу хенахь",Я б не желал умножить в цвете жизни
"Ца лаьара совбуьйлийла иштта,",Печальную толпу твоих рабов
"Чов тухуш, къиза Iоттарна метта,","И от тебя услышать, вместо слов"
"Даггара долуш санна, ахь олийла сайна:","Язвительной, жестокой укоризны:"
Баркалла хьуна!,Благодарю!
"Хьан бIаьргаша шийла гIура гойтийла суна,","О, пусть холодность мне твой взор покажет,"
"Сан синхьегам, сатийсар цара доьйла,",Пусть он убьёт надежды и мечты
Ахь мел кхоьллинарг сан хIаллакъхуьлда!,"И всё, что в сердце возродила ты"
ТIаккха-м эр дара ас даггара хьуна:,Душа моя тебе тогда лишь скажет:
Баркалла хьуна!,Благодарю!
Сатосуш ду – хьийза пардонах,Светает - вьётся дикой пеленой
Буьйсанан дохк лаьмнашна гонах.,Вокруг лесистых гор туман ночной;
Тийналла Кавказан кIожехь ю.,Еще у ног Кавказа тишина;
"Тийна рема, сема цхьа хи ду.","Молчит табун, река журчит одна."
Тарх а цIийеш зIаьнар хьалхара,Вот на скале новорождённый луч
Схьакъеди мархашна юкъара.,"Зарделся вдруг, прорезавшись меж туч,"
"Дайн-цIен къегар хиш чохь, цIенош чохь",И розовый по речке и шатрам
"Даьржа сирла дIо генахь, уллохь.","Разлился блеск, и светит там и там:"
"Иштта мехкарий луьйчучу хенахь,","Так девушки, купаяся в тени,"
Нагахь жима къонах шайна гахь,"Когда увидят юношу они,"
"ЦIийло, бIаьргаш лаьтта доьгIна ду:","Краснеют все, к земле склоняют взор:"
"Муха бовду, хьоме хилча къу.","Но как бежать, коль близок милый вор!"
"ХIай Ницкъкхочург, бехке ма ве!","Не обвиняй меня, всесильный"
"Кхиэл ма елахь, Iазап дан,","И не карай меня, молю,"
Лахьтин бодаш кхерамца шайн,"За то, что мрак земли могильный"
Доггах суна безарна!,С её страстями я люблю;
Наггахь а хьайн сийлахь дешнаш,"За то, что редко в душу входит"
"Сан даг чу ца диссарна,","Живых речей твоих струя,"
"Хьекъал-кхетам хьох ца тешаш,","За то, что в заблужденьи бродит"
Геннахь тилла леларна.,Мой ум далёко от тебя;
Сингаттамийн Iовраш кийрахь,"За то, что лава вдохновенья"
"Шовкъехь кхехкаш хиларна,",Клокочет на груди моей;
Сайн иллеша хьуна хиэрехь,"За то, что дикие волненья"
"Сан бIаьргийн нур кхоларна,",Мрачат стекло моих очей;
"Ирке дуьне готта хилла,","За то, что мир земной мне тесен,"
"Хьайна тIе ца верзарна,",К тебе ж проникнуть я боюсь
"Воьлхуш, къинойх дуьзна иллеш",И часто звуком грешных песен
Хьайна ас ца бахарна!,"Я, боже, не тебе молюсь."
Яйъахьа сан кийрахь алу –,"Но угаси сей чудный пламень,"
"Дуьне марццал йоккха цIе,","Всесожигающий костёр,"
"Сан дагах хьо тIулг бай вала,","Преобрати мне сердце в камень,"
Меца бIаьрса теде сан!,Останови голодный взор;
"Инзаречу иллин шовкъах,",От страшной жажды песнопенья
"Кхоьллинарг, ахь ваккха со!","Пускай, творец, освобожусь,"
"Къинойх цIанлуш, сийлахь новкъахь",Тогда на тесный путь спасенья
ВогIур тIаккха хьуна тIе!,К тебе я снова обращусь.
"И тIаьхьарчу набарх Iуьллу,",Он спит последним сном давно
"ГIотту воцу набарх,","Он спит последним сном,"
"Барз бинера цунна тIоьхала,","Над ним бугор насыпан был,"
Баьццара буц ю гонах.,Зелёный дёрн кругом.
Воккха стеган сиръелла месаш,Седые кудри старика
"ДIаэелла лаьттах,",Смешалися с землёй:
"Тохар тойнехь кад цо ийош,","Они взвевались по плечам,"
Хьирчина уьш белшех.,"За чашей пировой,"
"Уьш кIайн ю, цу бердаш юьххьехь","Они белы как пена волн,"
"ТулгIийн гонаш санна,",Биющихся у скал;
"Дуьххьал балдаш, къамел дезнарш,","Уста, любимицы бесед,"
Ду шелоно хьаьшна.,Впервые хлад сковал.
"Цуьнан мостагIий, и цхьалха","И бледны щёки мертвеца,"
"Шайн могIаршла веъчахь,",Как лик его врагов
"Макхлора, уьш санна хьалха","Бледнел, когда являлся он"
"Макхвелла, и велчахь.",Один средь их рядов.
"Хьулбина цу лаьтто накха,","Сырой землёй покрыта грудь,"
"Амма хала-м дац цунна,","Но ей не тяжело,"
"Ткъа дIасхье ца кIордош, техка","И червь, движенья не боясь,"
Цуьнан коьрта тIехь нIаьна.,Ползёт через чело.
"Цунна ваьхнер, тур лестийнера","На то ль он жил и меч носил,"
Цу суьйренан боданехь,Чтоб в час вечерней мглы
Шен бIаьрзе паначу арара,Слетались на курган его
"Аьрзу, къиг яре дуьхьа?",Пустынные орлы?
Шен махкана поэто хийла,Хотя певец земли родной
Даьхна илли-м цунах;,"Не раз уж пел об нём,"
"Вахар, иллий – уьш ду! Iуьллу",Но песнь—всё песнь; а жизнь—всё жизнь!
Иза тIаьххьарчу набарх.,Он спит последним сном.
"Воьдуш ву хьо тIеман ара,","Ты идёшь на поле битвы,"
"ДоттагI, ахьа ладогIахьара,","Но услышь мои молитвы,"
Со дагаялахь.,Вспомни обо мне.
"Нагахь доттагI ямарт хилахь,","Если друг тебя обманет,"
"Нагахь дог хьан даха гIеллахь,",Если сердце жить устанет
"Нагахь мерза са хьан гIеллахь,","И душа твоя увянет, -"
Генарчу махкахь,В дальней стороне
Со дагаялахь.,Вспомни обо мне.
Нагахь цхьаммо хьайна гайтахь,Если кто тебе укажет
"Каш, оцо хьайга дийцахь",На могилу и расскажет
Буьйсан цIергахь,При ночном огне
"ЙоIах лаьцна Iехийначу,","О девице обольщенной,"
"Йиц а йинчу, сий а дайначу,","Позабытой и презренной,"
"ТIаккха, доттагI, вижнарг даг чу,","О, тогда, мой друг бесценный,"
Нехан цу махкахь,Ты в чужой стране
Со дагаялахь.,Вспомни обо мне.
"Тарло, яхана зама хьуна","Время прежнее, быть может,"
"Карлаяла, ницкъбеш дагна,","Посетит тебя, встревожит"
Халчу цу гIенах;,"В мрачном, тяжком сне;"
"Хезар хьуна къаьсташ елхар,","Ты услышишь плач разлуки,"
"Безам бийцар, бала тийжар,",Песнь любви и вопли муки
"Я кхин аьзнаш, царах шаьш тера…",Иль подобные им звуки...
"ГIенах мукъа а,","О, хотя во сне"
Со дагаялахь.,Вспомни обо мне!
Малх а баьлла лома тIехьа…,Уж за горой дремучею
"ДIа чукерчи и,","Погас вечерний луч,"
"Халла хезаш, дека дехьа",Едва струей гремучею
Карзахдаьлла хи.,Сверкает жаркий ключ;
Беркат алсамдаьлла бошмаш,Сады благоуханием
"Дахкарлахь дIатийн,","Наполнились живым,"
"Тифлис а яц кхин йистхуьлуш, –","Тифлис объят молчанием,"
Дахкарх дуьзна Iин.,В ущельи мгла и дым.
"Ирча гIенаш лела, хьийзош",Летают сны мучители
"Къинош летта нах,","Над грешными людьми,"
Синош лардо маликаш ду,И ангелы хранители
Бераш хьоьстуш шаьш.,Беседуют с детьми.
"ДIо, мокхазан бердал дехьа,",Там за твердыней старою
"АгIорваьлла, хехь,",На сумрачной горе
Цу къоначу ножа кIелхьа,Под свежею чинарою
Со ву куза тIехь.,Лежу я на ковре.
Цхьалха волчу ас ойла йо:,Лежу один и думаю:
"«ГIенах хилла-техь,",Ужели не во сне
Боде буса ирахьIен ян,Свиданье в ночь угрюмую
Дош луш суна ахь?,Назначила ты мне?
Сайн безамца сийлахь долчу,"И в этот час таинственный,"
ХIокху сохьтехь со,"Но сладкий для любви,"
"Хьоьга кхойкху, цхьаъ бен йоцчу,","Тебя, мой друг единственный,"
Яре хьоьжуш хьо».,Зовут мечты мои.
Лахахь цIераш цу гIаролан,Внизу огни дозорные
"ТIай тIехь йогуш го,","Лишь на мосту горят,"
"Килсан баххьаш, сел Iаржделла,",И колокольни черные
Хехой санна ду.,Как сторожи стоят;
"Говза, ларлуш, банешкара",И поступью несмелою
МаьI-маьIIера шайн,Из бань со всех сторон
Тобанашца гуьржийн зударий,Выходят цепью белою
Болар хьош бу дайн…,Четы грузинских жен;
Кху бесачу урам-новкъахь,Вот улицей пустынною
"Халла шерша уьш,","Бредут, едва скользя..."
Га дехачу чухти тIехьа,Но под чадрою длинною
Юй хьо йовза йиш?,Тебя узнать нельзя!...
Геннахь гуш ду шен беданца,Твой домик с крышей гладкою
"Хьо Iаш йолу цIа,",Мне виден вдалеке;
"Лесташ йолчу шен ученца,",Крыльцо с ступенью шаткою
Техкаш хи чохь ша.,Купается в реке;
"Кура-хи тIехь ловзуш болчохь,",Среди прохлады веющей
"Кхерсташ шийла мох,",Над синею Курой
"Хьан цIа лаьтта, таьлланг хьерчаш",Он сетью зеленеющей
Комаьршонца шех.,Опутан плющевой;
Лекхчу акхтаргел а дехьа,За тополью высокою
"Гуш ду суна кор,",Я вижу там окно....
Амма чIурам богуш цхьалхха,Но свечкой одинокою
ХIинца-м ма ца го.,Не светится оно!
"ЛадоьгIу ас, со ца кхета.",Я жду. В недоумении
Хьежарх пайда буй?,Напрасно бродит взор:
"Куз ма хадий, собар дайна,",Кинжалом в нетерпении
Ас шаьлтанца сайн…,Изрезал я ковер;
"Сингаттамо къиза дожуш,","Я жду с тоской бесплодною,"
Хьийзадой-ца са.,"Мне грустно, тяжело...."
ТIуьна шело лаьтта яьржаш,Вот сыростью холодною
"Малхбалера схьа,","С востока понесло,"
Къоьжа баххьаш мархел лакхахь,Краснеют за туманами
Малхо цIийдо дайн…,"Седых вершин зубцы,"
Совдегарш а гIуьтту тIаккха,Выходят с караванами
Къепалашца шайн…,Из города купцы...
"ДIадалахьа, эхье бIаьрхи,","Прочь, прочь, слеза позорная,"
"Кхехка, сан дог, хьо!","Кипи, душа моя!"
"Хьан ямартло, Iаьржа лаьхьа,",Твоя измена черная
ХIинца суна го!,"Понятна мне, змея!"
"Хаьий суна-м, хьере шовкъехь,","Я знаю, чем утешенный"
"Стенах воккхаве,",По звонкой мостовой
Шен дин хьийзош урам-новкъахь,Вчера скакал как бешеный
Къона гIезало…,Татарин молодой.
Эрна дац-кха шен дин тийсар,Не даром он красуется
Цо хьан кора кIел!,"Перед твоим окном,"
Хьан дада а хилла-кх безаш,И твой отец любуется
И гIажарийн дин!,Персидским жеребцом.
"Буйна эцна еха мажар,","Возьму винтовку длинную,"
ГIур ву цунна кIел…,Пойду я из ворот:
Берда кIелхьа кIело харжа,Там под скалой пустынною
Бу цхьа готта некъ.,Есть узкий поворот.
"ЛадоьгIур ду кешнаш долччохь,",До полдня за могильною
Хиллалц делкъахан.,Часовней подожду
"Новкъахь гуча чан-кIур даьлчахь,",И на дорогу пыльную
Топ хьажор ю сайн.,Винтовку наведу.
Ма эрна ду-кх сан вегавар!,Напрасно грудь колышется!
"Тебий, дIатоь со…",Я лег между камней;
"Гергакхочу цуьнан говран «дур»,",Чу! близкий топот слышится...
И зуламхо ву?!,"А! это ты, злодей!"
"Сийлахьчу зиярта хьалха,",У врат обители святой
"Мацалла азвелла чIогIа,",Стоял просящий подаянья
"Лаьттара ойлане, цхьалха,","Бедняк иссохший, чуть живой"
ГIелвелла цхьа сагIадоьхург,"От глада, жажды и страданья."
"Йоьхура цхьа баьпкан цуьрг цуо,","Куска лишь хлеба он просил,"
"БIаьргаша гойтура бала,","И взор являл живую муку,"
Амма тIулг биллира цхьамма-м,И кто-то камень положил
СагIийна кховдийнчу кара.,В его протянутую руку.
Иштта ас лийхира безам,Так я молил твоей любви
"Хьан, суна къайллаха езнарг.","С слезами горькими, с тоскою;"
Амма сан ойланаш мерза,Так чувства лучшие мои
"Ахь иштта Iехайи, хазниг.",Обмануты навек тобою!
Къега дешица хазйина шаьлта сан;1,Отделкой золотой блистает мой кинжал;
Тешаме дитт доцуш айпе;,"Клинок надёжный, без порока;"
Хьулйо цуьнан болато кеп дахчоран –,Булат его хранит таинственный закал
Девнечу малхбален къайле.,Наследье бранного востока.
"Цо лаьмнашкахь беречунна гIулкх дина,","Наезднику в горах служил он много лет,"
"Сийх ца духуш, мах ло, аьлла;",Не зная платы за услугу;
"Хийла некха тIехь цо къиза лар йитна,",Не по одной груди провел он страшный след
Хийла гIагIанах чекхяьлла.,И не одну порвал кольчугу.
"Лайнал тийна ловзарш дезаш и яра,","Забавы он делил послушнее раба,"
Васен дешнаш хезча декаш.,Звенел в ответ речам обидным.
"ХIетахь цунна огана сов хир дара,",В те дни была б ему богатая резьба
Нехан эхье духар хеташ.,Нарядом чуждым и обидным.
ГIалагIазкхичо Теркал дехьахь эцна схьа,Он взят за Тереком отважным казаком
"Элан докъа тIера генахь,","На хладном трупе господина,"
"Эрмалочун некъан туькнахь, тесна дIа,",И долго он лежал заброшенный потом
"Диц а дина, Iилли дукха херехь.",В походной лавке армянина.
"ХIинца яьлла баттах, тIамо аьгначу,","Теперь родных ножон, избитых на войне,"
"Дашо ловзорг хилла, кхочуш","Лишён героя спутник бедный,"
"Пенах турпалхочун некъан накъост ю,",Игрушкой золотой он блещет на стене
"Я зене, я сийлахь йоцуш.","Увы, бесславный и безвредный!"
"Цхьаннан марзделлачу куьйго, гIайгIа еш,","Никто привычною, заботливой рукой"
"ЦIандац и, хьоьстуш ца хьоьжу,","Его не чистит, не ласкает,"
"ТIера йозанаш, Iуьйкъенан деш,","И надписи его, молясь с зарёй,"
Цхьаммо даггара ца доьшу…,Никто с усердьем не читает...
"Вайн экам бIешарахь иштта хьо Iа-те,","В наш век изнеженный не так ли ты, поэт,"
"Поэт, дицдина хьайн декхар,","Свое утратил назначенье,"
"Дуьнено а сий деш хилла хьайн дош, цIе","На злато променяв ту власть, котрой свет"
"Дешех хийца йина хилла, пекъар?",Внимал в немом благоговенье?
Ницкъечу хьан дешнийн озо хуьлура,"Бывало, мерный звук твоих могучих слов"
"Салтичун дог гIиттош тIамна,","Воспламенял бойца для битвы,"
"Тобанна, тойнийн кад санна, оьшура","Он нужен был толпе, как чаша для пиров,"
"Хьо, доIа деш вазвар санна.",Как фимиам в часы молитвы.
"Байт, Делан са санна, тIехула лелара,","Твой стих, как божий дух, носился над толпой"
"Жоп гуш цIенчу ойланашкахь,","И, отзыв мыслей благородных,"
"Вечин бIов тIехь горгали санна, екара","Звучал, как колокол на башне вечевой"
Даздаршкахь я бохамашкахь.,Во дни торжеств и бед народных.
"Амма кура мотт бу хьан сингаттаме,","Но скучен нам простой и гордый твой язык,"
Сегаргаша ду вай Iехош;,Нас тешат блёстки и обманы;
"Къеначу хазалло санна, ду дуьне","Как ветхая краса, наш ветхий мир привык"
Басаршлахь дIахьулдеш хебарш.,Морщины прятать под румяны...
"Хьайх биллина, пайхамар, хьо гIоттур вуй!","Проснёшься ль ты опять, осмеянный пророк!"
"Я цкъа а, чIир эца аьлла,","Иль никогда, на голос мщенья,"
"Дашочу баттара дитт доккхур дуй,","Из золотых ножон не вырвешь свой клинок,"
Цадезаран мекха йолла?..,Покрытый ржавчиной презренья?..
Кавказ! Генахь Iуьллу мохк!,Кавказ! далёкая страна!
"Маршонан цIа хилла, хьо",Жилище вольности простой!
"Буьзна бу-кха бохамех,",И ты несчастьями полна
Iенадина цIий тIамехь!..,И окровавлена войной!..
"Хьехашна, тархашна хьан",Ужель пещеры и скалы
Пардона кIел боданан,Под дикой пеленою мглы
"Деттар ду-те безаман ов,","Услышат также крик страстей,"
"Хезаш сийн, дешин, зIейн зов?..","Звон славы, злата и цепей?.."
"Дац! Хьоьжуш, чергси, ма Iе","Нет! прошлых лет не ожидай,"
Дахна шерш юхадерзаре:,"Черкес, в отечество своё:"
"Хьалха хилла маьрша Iеш,",Свободе прежде милый край
Мохк бу тахна гушшехь леш.,Приметно гибнет для неё.
"Хьоьца хьайцца, ваша, цкъа","Наедине с тобою, брат,"
Виса лууш ву:,Хотел бы я побыть:
"Дуьйцу, лаьттахь яккха хан","На свете мало, говорят,"
Йиснарг кIезиг ю!,Мне остаётся жить!
Кеста хьо дIагIур ву цIа:,Поедешь скоро ты домой:
"Хьажлахь… кхолламах сан,","Смотри ж... Да что? моей судьбой,"
"Бакъдерг аьлча, чIогIа","Сказать по правде, очень"
Цхьаммо ца йо гIайгIа.,Никто не озабочен.
Цхьамма хаттахь хилла шек…,А если спросит кто-нибудь...
"Хаттахь муьлххачо,","Ну, кто бы ни спросил,"
"Ала, некхах болуш чекх,","Скажи им, что навылет в грудь"
ХIоьъно йина чов.,Я пулей ранен был;
"Паччахьна са делла сайн,","Что умер честно за царя,"
"Ледара бу лоьраш вайн,",Что плохи наши лекаря
"Винчу махке кхача, ала,",И что родному краю
Доуьйту маршалла.,Поклон я посылаю.
Сан дай-наний хьуна цIахь,Отца и мать мою едва ль
Тамаша бу карадахь…,Застанешь ты в живых...
"Кийча ву со даре дан,","Признаться, право, было б жаль"
Лаац царна бала бан;,Мне опечалить их;
"Ткъа цхьаъ царех дийна гахь,","Но если кто из них и жив,"
Яздан хан яц алалах.,"Скажи, что я писать ленив,"
"Полк ю толлуш аре,",Что полк в поход послали
Ма хьежа со варе.,И чтоб меня не ждали.
Церан ю цхьа лулахо…,Соседка есть у них одна...
"Дагалаьцча, мел ю хан","Как вспомнишь, ка́к давно"
Къаьстина!.. Сох лаьцна цо,Расстались!.. Обо мне она
"Ца хаттар… дац бен-башха,","Не спросит... всё равно,"
"Цуьнга бакъдерг алалахь,","Ты расскажи всю правду ей,"
"Деса дог ца кхоош, ахь;",Пустого сердца не жалей;
Елхийта и цунна…,Пускай она поплачет...
ХIуммаъ хетац хьуна!,Ей ничего не значит!
Кхечуьнца а ца дицдора,У ног других не забывал
Хьан бIаьргийн нур ас.,Я взор твоих очей;
Кхин езарца къахьо гора –,"Любя других, я лишь страдал"
Даг чохь яра хьо.,Любовью прежних дней;
"Ойланаша набархйохуш,","Так память, демон-властелин,"
"Даго шир ца йо,","Всё будит старину,"
"Цкъа а ца гIеллуш, соьга боху:","И я твержу один, один:"
"«Еза, еза хьо!»","Люблю, люблю одну!"
"Хьайн илланча виц а велла,","Принадлежишь другому ты,"
Кхечуьнца ю хьо.,Забыт певец тобой;
Даймахкана гена воху,С тех пор влекут меня мечты
Сайн ойлано со…,Прочь от земли родной;
ДIахьон вай со цу кемано,Корабль умчит меня от ней
Генна махка дIа.,"В безвестную страну,"
Бухахь тулгIеш екар ю-кха:,И повторит волна морей:
"«Еза, еза хьо!»","Люблю, люблю одну!"
Ткъа дуьненна-м хуур даций,"И не узнает шумный свет,"
Безам мел бу сан.,"Кто нежно так любим,"
"Миччахь а ас лехарх, хIинца",Как я страдал и сколько лет
Тийналла яц ган!,Я памятью томим;
"Мел сагатдо хийла хенахь,",И где бы я ни стал искать
Мел цо хьаьшна ву.,"Былую тишину,"
Даго шабарш дой-ца генахь:,Все сердце будет мне шептать:
"«Еза, еза хьо!..»","Люблю, люблю одну!"